"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Austria","AUT","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4",
"Azerbaijan","AZE","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","2.3","2.6","2.5","2.5","2.5","2.5","2.5","2.4","2.3","2.3","2.2","2.1","2.1","2","1.9","1.8","1.8","1.7","1.6","1.6","1.5","1.5","1.5","1.5","1.5","1.6","1.6","1.6","1.6","1.6","1.6",
"Burundi","BDI","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.2","21.3","22.3","49.2","23.5","23.8","23.8","23.6","23.3","22.8","22","20.9","19.5","17.9","16.2","14.5","13.1","11.9","10.9","10.2","9.7","9.3","9.1","9","8.9","8.9","8.8","8.7","8.6","8.4","8.2","8",
"Belgium","BEL","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0.9","0.9","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4",
"Benin","BEN","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6","12.3","12","11.8","11.5","11.3","11","10.8","10.6","10.4","10.2","10","9.8","9.6","9.5","9.3","9.1","8.9","8.8","8.6","8.5","8.3","8.1","8","7.8","7.6","7.5","7.3","7.2","7","6.9","6.7",
"Burkina Faso","BFA","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5","9.4","9.4","9.4","9.4","9.4","9.3","9.3","9.2","9.1","9","8.9","8.7","8.6","8.4","8.2","8","7.7","7.6","7.4","7.2","7","6.8","6.7","6.5","6.4","6.2","6.1","5.9","5.8","5.6","5.5",
"Bangladesh","BGD","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12.9","7.6","7.4","7.3","7.2","6.8","6.2","5.4","4.7","4.1","3.8","3.7","3.8","4.1","4.3","4.4","4.4","4.3","4","3.7","3.4","3.1","2.9","2.7","2.7","2.6","2.5","2.5","2.4","2.2","2.1",
"Bulgaria","BGR","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","1.9","1.9","1.9","1.9","1.8","1.8","1.8","1.7","1.7","1.6","1.6","1.5","1.5","1.5","1.4","1.4","1.4","1.3","1.3","1.2","1.2","1.1","1.1","1","1","1","0.9","0.9","0.9","0.9","0.9",
"Bahrain","BHR","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","1.7","1.6","1.6","1.6","1.6","1.5","1.5","1.5","1.4","1.4","1.4","1.3","1.3","1.3","1.2","1.2","1.2","1.1","1.1","1.1","1.1","1.1","1","1","1","1","1","1","1","0.9","0.9",
"Bahamas, The","BHS","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","1.6","1.7","1.7","1.7","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.7","1.7","1.7","1.6","1.6","1.6","1.5","1.5","1.5","1.5","1.4","1.4","1.4","1.4","1.3","5","1.3","1.2",
"Bosnia and Herzegovina","BIH","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","1.2","8","7.9","1.1","2","1","0.9","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7",
"Belarus","BLR","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","1.8","1.8","1.8","1.7","1.6","1.6","1.5","1.5","1.5","1.4","1.4","1.3","1.3","1.2","1.2","1.2","1.1","1.1","1.1","1","1","0.9","0.9","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6",
"Belize","BLZ","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.4","2.4","2.4","2.3","2.3","2.3","2.3","2.2","2.2","2.2","2.1","2.1","2","2","2","1.9","1.9","1.8","1.8","1.7","1.7","1.6","1.6","1.6",
"Bermuda","BMU","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","4.2","4.1","4","3.9","3.8","3.7","3.6","3.5","3.4","3.3","3.2","3.2","3.1","3","3","2.9","2.8","2.7","2.7","2.6","2.5","2.4","2.4","2.3","2.2","2.2","2.1","2.1","2","2","1.9",
"Brazil","BRA","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","2.1","2.1","2","2","2","2","1.9","1.9","1.9","1.8","1.8","1.8","1.8","1.7","1.7","1.7","1.7","1.7","1.7","1.6","1.6","1.6","1.6","1.5","1.5","1.5","1.5","1.4","1.4","1.3","1.3",
"Barbados","BRB","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.3","1.3","1.3","1.3","1.2","1.2","1.2","1.1",
"Brunei Darussalam","BRN","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","1.9","1.8","1.7","1.7","1.6","1.6","1.5","1.5","1.4","1.4","1.4","1.3","1.3","1.3","1.3","1.2","1.2","1.2","1.2","1.1","1.1","1.1","1.1","1.1","1","1","1","1","1","1","0.9",
"Bhutan","BTN","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","2.4","2.5","2.7","2.8","2.9","3.1","3.2","3.4","3.5","4.3","3.8","4","4.1","4.3","4.4","4.5","4.7","4.8","5","5.1","5.2","5.3","5.4","5.4","5.3","5.3","5.2","5.1","5","4.9","4.8",
"Botswana","BWA","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","6.3","6.1","5.9","5.7","5.6","5.4","5.2","5","4.9","4.7","4.6","4.4","4.3","4.2","4.1","4.6","3.8","3.7","3.7","3.6","3.5","3.4","3.4","3.3","3.3","3.2","3.1","3.1","3","2.9","2.9",
"Central African Republic","CAF","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","11.8","11.7","11.6","11.5","11.5","11.5","11.5","11.5","11.5","11.6","11.6","11.7","11.8","12","12.1","12.2","12.3","12.3","12.4","12.4","12.3","12.2","12","11.8","11.7","11.5","11.3","11.1","10.9","10.8","10.5",
"Canada","CAN","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","1.1","1","1","1","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5",
"Central Europe and the Baltics","CEB","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.63025180118914","1.57560965313477","1.54585011121474","1.49592520155819","1.46310973979539","1.43771567626618","1.37958361109268","1.39687090752985","1.45830513618272","1.49283496797519","1.51626664910872","1.45153972961973","1.31703514132915","1.17972008671792","1.08977882621604","1.01932963775864","0.982835017255102","0.982025122520712","0.934708369801134","0.924591411440204","0.901577104625875","0.859662620109773","0.829861485158676","0.819933954239951","0.793567640912696","0.733996537656527","0.729136883509834","0.716714868102078","0.692542548991975","0.688543600075433","0.654118006056094","0.603614285933989",
"Switzerland","CHE","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0.9","0.9","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4",
"Channel Islands","CHI","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","1.5","1.5","1.4","1.4","1.3","1.3","1.3","1.2","1.2","1.1","1.1","1.1","1","1","1","1","1","0.9","0.9","1","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.8","0.8","0.7","0.7",
"China","CHN","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.5","2.4","2.3","2.2","2.2","2.1","2","1.9","1.8","1.8","1.7","1.6","1.6","1.5","1.5","1.4","1.4","1.6","1.3","1.2","1.2","1.2","1.1","1.1","1.1","1","1","1","1","1","0.9",
"Cote d'Ivoire","CIV","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3","10.3","10.2","10.2","10.1","10.1","10","10","9.9","9.9","9.9","9.8","9.8","9.9","9.9","9.9","10","10.1","10.2","10.3","10.4","10.5","10.7","10.8","10.9","10.9","10.9","10.9","10.8","10.7","10.5","10.3",
"Cameroon","CMR","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","9.9","9.9","9.9","9.9","9.8","9.8","9.8","9.7","9.7","9.6","9.6","9.6","9.5","9.4","9.4","9.3","9.2","9.1","9.1","9","8.9","8.8","8.7","8.6","8.5","8.4","8.2","8.1","7.9",
"Congo, Dem. Rep.","COD","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3","10.3","10.3","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.3","10.2","10.2","10.2","10.2","10.1","10.1","10","9.9","9.8","9.6","9.4","9.2",
"Congo, Rep.","COG","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.7","7.5","7.3","7.2","7","6.8","6.7","6.5","6.3","6.2","6","5.9","5.7","5.5","5.3","5.2","5","4.9","4.7","4.6","4.4","4.3","4.1","4","3.9","3.8","3.7","3.6","3.5","5.2","3.3","3.2",
"Colombia","COL","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.4","2.4","2.3","2.2","2.1","2.1","2","2","2","1.9","1.9","1.9","1.8","1.8","1.7","1.7","1.7","1.6","1.6","1.5","1.5","1.5","1.5","1.4","1.4","1.4","1.4","1.4","1.4","1.3","1.3",
"Comoros","COM","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","4.6","4.4","4.3","4.2","4.1","3.9","3.8","3.7","3.6","3.5","3.4","3.3","3.2","3.1","3","2.9","2.8","2.7","2.6","2.6","2.5","2.4","2.3","2.2","2.1","2","1.9","1.9","1.8","1.7","1.7",
"Cabo Verde","CPV","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","2.9","2.8","2.8","2.8","4.2","2.6","2.6","2.5","2.4","2.3","2.2","2.2","2.1","2","1.9","1.9","1.8","1.7","1.6","1.6","1.5","1.4","1.4","1.3","1.2","1.2","1.1","1.1","1.1","1","1",
"Costa Rica","CRI","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","1.5","1.5","1.5","1.4","1.4","1.4","1.4","1.4","1.3","1.3","1.3","1.3","1.3","1.2","1.2","1.2","1.2","1.2","1.1","1.1","1.1","1.1","1.1","1.1","1","1","1","1","1","1","1",
"Caribbean small states","CSS","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.23023337245667","2.16336741145454","2.14690769656994","2.11156996438177","2.06247585286393","2.05816467341306","2.03784487422234","1.99738111279546","2.00079714734727","1.99438524191605","1.95317050104935","1.96180809138587","1.96206211888926","1.93819673198359","1.89224160329554","1.90243666858194","1.90720213053944","1.8859654705905","1.89483046311746","1.8530366559055","1.83459238182368","1.83244704494082","1.84517752518013","1.78146666076751","1.78798568252291","1.79124778059261","1.77427357451524","1.73121255928378","1.7224256389981","1.89518573404297","1.65817640495099","1.63907575548936",
"Cuba","CUB","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","2","2","1.9","1.9","1.8","1.7","1.7","1.6","1.5","1.5","1.4","1.3","1.3","1.2","1.2","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1","1","1","1","1",
"Curacao","CUW","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","0.7","0.7","0.7","0.7","0.7","0.8","0.8","0.8","0.8","0.8","0.9","0.9","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.6","0.6","0.6",
"Czechia","CZE","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","1.1","1.1","1.1","1.1","1","1","1","1","0.9","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.4",
"Germany","DEU","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4",
"Djibouti","DJI","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.6","9.4","9.3","9.2","9.1","9","8.9","8.8","8.7","8.6","8.4","8.3","8.1","8","7.8","7.6","7.5","7.3","7.1","6.9","6.8","6.6","6.5","6.3","6.2","6","5.9","5.7","5.6","5.4","5.3","5.1",
"Dominica","DMA","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","2.3","2.3","2.2","2.1","2.1","2","2","1.9","1.9","1.9","1.9","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.6","1.6","1.6","1.6",
"Denmark","DNK","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.3",
"Dominican Republic","DOM","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","2.7","2.6","2.6","2.5","2.4","2.4","2.3","2.3","2.3","2.2","2.2","2.2","2.1","2.1","2.1","2","2","2","2","1.9","1.9","1.9","1.9","1.8","1.8","1.8","1.7","1.7","1.7","1.6","1.6",
"Algeria","DZA","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","3.6","3.5","3.4","3.3","3.2","3.2","3.1","3","2.9","2.8","2.7","2.6","2.8","2.4","2.3","2.2","2.2","2.1","2.1","2","2","2","1.9","1.9","1.9","1.8","1.7","1.7","1.6","1.5","1.4",
"East Asia & Pacific (excluding high income)","EAP","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.13799382577783","3.08294761154105","2.97112019967249","2.86223144644804","2.7745859587675","2.74220269116134","2.64869003944213","2.54846588115637","2.44232907110086","2.32826736075638","2.28714616337602","2.19250141606014","2.10541680780274","2.11395040433654","2.39558533850639","2.02925977076072","1.96612758442349","1.937199501307","2.41471769876595","1.85597490024023","1.76954768673186","1.75632096405193","1.72052905365382","1.65700400963168","1.61924389651898","1.59388786561391","1.52129736437809","1.49542448062102","1.4845589777037","1.46547285623122","1.45126640405426","1.36722772793756",
"Early-demographic dividend","EAR","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.16813634161229","6.28787695295405","5.8784798230078","5.73384647464999","6.07917411245648","5.46861214539127","5.36381656057346","5.22906536911613","5.07499565550281","4.91438224492725","4.71357210062098","4.60177920869509","4.45077805506738","4.41966445550832","4.45304960409567","4.28652551276169","4.06560717898887","3.92924580837844","3.97835145397074","3.70248363302376","3.68559268227442","3.40755952751979","3.31798814642589","3.18528388475181","3.0464023998218","2.96389961467577","2.83039617751381","2.7193025250595","2.64679302808324","2.52984889185863","2.44884736857621","2.37685798101779",
"East Asia & Pacific","EAS","Probability of dying among adolescents ages 10-14 years (per 1,000)","SH.DYN.1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2.9","2.8","2.7","2.7","2.6","2.5","2.4","2.4","2.3","2.2","2.1","2.1","2","2.3","1.9","1.9","1.8","2.3","1.7","1.7","1.7","1.6","1.6","1.5","1.5","1.5","1.4","1.4","1.4","1.4","1.3",
